,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
2495,Cambridge,52.1992891,0.1380852,AllYearbooks,web,7,2004,"{'type': 'Point', 'coordinates': [0.1380852, 52.1992891]}"
2496,Boston,42.3983662,-71.0213788,Action Sports Branding,ecommerce,3,2009,"{'type': 'Point', 'coordinates': [-71.0213788, 42.3983662]}"
2497,Vancouver,49.263588,-123.138565,Gnomz Software,software,3,2005,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}"
2498,Barcelona,41.4322413,2.163444,Mobiquus,mobile,3,2008,"{'type': 'Point', 'coordinates': [2.163444, 41.4322413]}"
2499,New York,40.750597,-73.985273,Crispy Gamer,games_video,,2008,"{'type': 'Point', 'coordinates': [-73.985273, 40.750597]}"
2500,Seattle,47.6257402,-122.3581623,Kashless,ecommerce,8,2008,"{'type': 'Point', 'coordinates': [-122.3581623, 47.6257402]}"
2501,San Francisco,37.796216,-122.403755,Vanno,web,9,2007,"{'type': 'Point', 'coordinates': [-122.403755, 37.796216]}"
2502,Austin,30.342436,-97.7543,BP3,consulting,20,2007,"{'type': 'Point', 'coordinates': [-97.7543, 30.342436]}"
2503,Chicago,41.5911112,-87.342177,Neustep,software,14,2006,"{'type': 'Point', 'coordinates': [-87.342177, 41.5911112]}"
2504,Berkeley,37.865912,-122.2455364,Ondeego,mobile,9,2007,"{'type': 'Point', 'coordinates': [-122.2455364, 37.865912]}"
2505,Austin,30.498112,-97.777273,UnboundID,software,,2007,"{'type': 'Point', 'coordinates': [-97.777273, 30.498112]}"
2506,San Francisco,37.7983181,-122.4000032,The Vertical Action Group,consulting,10,2009,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}"
2507,Seattle,47.603364,-122.333359,Optify,software,45,2008,"{'type': 'Point', 'coordinates': [-122.333359, 47.603364]}"
2508,San Francisco,37.777995,-122.408914,MyLikes,advertising,,2010,"{'type': 'Point', 'coordinates': [-122.408914, 37.777995]}"
2509,Sunnyvale,37.369195,-122.036849,BrandFolium Corporation,web,2,2008,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}"
2510,New York,40.756054,-73.986951,Wee Web,web,5,2008,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
2511,New York,40.756054,-73.986951,Muckety,other,,2006,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
2512,New York,40.7504268,-73.9768083,TOMOS Software,software,,2007,"{'type': 'Point', 'coordinates': [-73.9768083, 40.7504268]}"
2513,London,51.5119418,-0.0936688,Cognitive Match,advertising,40,2009,"{'type': 'Point', 'coordinates': [-0.0936688, 51.5119418]}"
2514,New York,40.7454098,-73.9822211,Cognitive Match,advertising,40,2009,"{'type': 'Point', 'coordinates': [-73.9822211, 40.7454098]}"
2515,Palo Alto,37.380653,-122.1156934,Cognitive Match,advertising,40,2009,"{'type': 'Point', 'coordinates': [-122.1156934, 37.380653]}"
2516,New York,40.727216,-73.994797,Simulmedia,advertising,35,2009,"{'type': 'Point', 'coordinates': [-73.994797, 40.727216]}"
2517,Menlo Park,37.4211164,-122.2064234,Euclid Media,web,4,2007,"{'type': 'Point', 'coordinates': [-122.2064234, 37.4211164]}"
2518,Seattle,47.718192,-122.284674,Twibs,advertising,3,2008,"{'type': 'Point', 'coordinates': [-122.284674, 47.718192]}"
2519,London,51.5001524,-0.1262362,rent2friend,web,1,2009,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2520,Irvine,33.67288,-117.862616,documistic,software,3,2007,"{'type': 'Point', 'coordinates': [-117.862616, 33.67288]}"
2521,Portland,45.502468,-122.674996,WeoGeo,ecommerce,18,2006,"{'type': 'Point', 'coordinates': [-122.674996, 45.502468]}"
2522,Toronto,43.6422441,-79.4068173,KeywordEnvy,search,2,2007,"{'type': 'Point', 'coordinates': [-79.4068173, 43.6422441]}"
2523,Portland,45.5309644,-122.68038,Jama Software,software,103,2007,"{'type': 'Point', 'coordinates': [-122.68038, 45.5309644]}"
2524,Paris,48.7647262,2.2890885,Moodstocks,mobile,5,2008,"{'type': 'Point', 'coordinates': [2.2890885, 48.7647262]}"
2525,Mountain View,37.4189073,-122.0884286,Gridstore,network_hosting,31,2009,"{'type': 'Point', 'coordinates': [-122.0884286, 37.4189073]}"
2526,New York,40.7438356,-73.9890149,iPharro Media,software,17,2007,"{'type': 'Point', 'coordinates': [-73.9890149, 40.7438356]}"
2527,Cambridge,42.362856,-71.083762,VitalLock,web,4,2009,"{'type': 'Point', 'coordinates': [-71.083762, 42.362856]}"
2528,Redwood City,37.5024749,-122.220408,Relypsa,biotech,,2007,"{'type': 'Point', 'coordinates': [-122.220408, 37.5024749]}"
2529,Munich,48.1319712,11.5696891,Bumblehood,software,17,2006,"{'type': 'Point', 'coordinates': [11.5696891, 48.1319712]}"
2530,New York,42.123563,-80.0813118,GradeGuru,other,20,2008,"{'type': 'Point', 'coordinates': [-80.0813118, 42.123563]}"
2531,Scottsdale,33.616228,-111.898091,Liberty League International,other,8000,2001,"{'type': 'Point', 'coordinates': [-111.898091, 33.616228]}"
2532,San Francisco,37.776295,-122.409893,North by South,software,45,2007,"{'type': 'Point', 'coordinates': [-122.409893, 37.776295]}"
2533,New York,40.723351,-74.008767,Proper Cloth,ecommerce,1,2008,"{'type': 'Point', 'coordinates': [-74.008767, 40.723351]}"
2534,Irvine,33.6609101,-117.7072003,Javaground,mobile,70,2001,"{'type': 'Point', 'coordinates': [-117.7072003, 33.6609101]}"
2535,New York,40.75406,-73.999003,33Across,advertising,,2007,"{'type': 'Point', 'coordinates': [-73.999003, 40.75406]}"
2536,Denver,39.7449157,-104.9919307,Elastic Lab,advertising,,2007,"{'type': 'Point', 'coordinates': [-104.9919307, 39.7449157]}"
2537,Vancouver,49.2685125,-123.1783566,Tweetizen,other,2,2009,"{'type': 'Point', 'coordinates': [-123.1783566, 49.2685125]}"
2538,Sydney,-33.8687,151.225361,iconDial,public_relations,7,2008,"{'type': 'Point', 'coordinates': [151.225361, -33.8687]}"
2539,,33.5725815,-112.0118669,Distant Measures,software,10,2006,"{'type': 'Point', 'coordinates': [-112.0118669, 33.5725815]}"
2540,Bangalore,12.971606,77.594376,IndiMedicos,other,,2009,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}"
2541,New York,40.74828,-73.989276,IrishCentral,public_relations,20,2009,"{'type': 'Point', 'coordinates': [-73.989276, 40.74828]}"
2542,Menlo Park,37.4790298,-122.1489731,Baynetwork,enterprise,12,2008,"{'type': 'Point', 'coordinates': [-122.1489731, 37.4790298]}"
2543,Berlin,52.5283111,13.4120986,Panfu,games_video,20,2007,"{'type': 'Point', 'coordinates': [13.4120986, 52.5283111]}"
2544,London,51.5292245,-0.0921218,Studentbox,other,12,2008,"{'type': 'Point', 'coordinates': [-0.0921218, 51.5292245]}"
2545,,49.034602,-122.832125,deBruyn Design + Marketing,advertising,4,2004,"{'type': 'Point', 'coordinates': [-122.832125, 49.034602]}"
2546,Chicago,41.8842919,-87.6245237,ActiveCampaign,software,,2003,"{'type': 'Point', 'coordinates': [-87.6245237, 41.8842919]}"
2547,Sydney,-33.870661,151.205039,iDlogik,web,4,2007,"{'type': 'Point', 'coordinates': [151.205039, -33.870661]}"
2548,Sydney,-33.8687,151.225361,MeBeam,public_relations,3,2006,"{'type': 'Point', 'coordinates': [151.225361, -33.8687]}"
2549,Seattle,47.649392,-122.3486837,NetMotion Wireless,mobile,107,2001,"{'type': 'Point', 'coordinates': [-122.3486837, 47.649392]}"
2550,Vancouver,49.278995,-123.1333467,Habidoo,web,3,2008,"{'type': 'Point', 'coordinates': [-123.1333467, 49.278995]}"
2551,,42.3584308,-71.0597732,Mashed jobs,web,,2009,"{'type': 'Point', 'coordinates': [-71.0597732, 42.3584308]}"
2552,New York,40.758343,-73.990152,Magnetic,advertising,,2008,"{'type': 'Point', 'coordinates': [-73.990152, 40.758343]}"
2553,Santa Monica,34.0188992,-118.4924125,Magnetic,advertising,,2008,"{'type': 'Point', 'coordinates': [-118.4924125, 34.0188992]}"
2554,Chicago,41.890178,-87.634115,Magnetic,advertising,,2008,"{'type': 'Point', 'coordinates': [-87.634115, 41.890178]}"
2555,New York,40.738567,-73.987199,SpaBooker,software,42,2007,"{'type': 'Point', 'coordinates': [-73.987199, 40.738567]}"
2556,Montreal,45.4874956,-73.5909495,Klaxa,software,7,2007,"{'type': 'Point', 'coordinates': [-73.5909495, 45.4874956]}"
2557,Vancouver,49.2680513,-123.148387,Sharing Books,other,5,2007,"{'type': 'Point', 'coordinates': [-123.148387, 49.2680513]}"
2558,Cambridge,52.2025441,0.1312368,JoggingBuddy,web,3,2008,"{'type': 'Point', 'coordinates': [0.1312368, 52.2025441]}"
2559,London,51.5183725,-0.0740678,Boring,other,,2007,"{'type': 'Point', 'coordinates': [-0.0740678, 51.5183725]}"
2560,London,51.5347897,-0.1080873,Subzero Software,mobile,,2008,"{'type': 'Point', 'coordinates': [-0.1080873, 51.5347897]}"
2561,San Francisco,37.778545,-122.437716,ITDatabase,software,12,2007,"{'type': 'Point', 'coordinates': [-122.437716, 37.778545]}"
2562,New York,40.756054,-73.986951,UniversityJunction,other,20,2008,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
2563,London,51.5151513,-0.1327293,Holiday Watchdog,web,,2004,"{'type': 'Point', 'coordinates': [-0.1327293, 51.5151513]}"
2564,Paris,48.8704331,2.3449804,PathMotion,web,,2009,"{'type': 'Point', 'coordinates': [2.3449804, 48.8704331]}"
2565,Barcelona,41.387917,2.1699187,Doctoralia,web,,2007,"{'type': 'Point', 'coordinates': [2.1699187, 41.387917]}"
2566,Philadelphia,39.9511019,-75.197882,ChronoWake,biotech,10,2008,"{'type': 'Point', 'coordinates': [-75.197882, 39.9511019]}"
2567,Boston,42.3534915,-71.0564645,Tatto Media,advertising,80,2005,"{'type': 'Point', 'coordinates': [-71.0564645, 42.3534915]}"
2568,London,51.5001524,-0.1262362,Zoombu,search,6,2008,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2569,Chicago,41.886624,-87.6267867,MC+A,search,10,2004,"{'type': 'Point', 'coordinates': [-87.6267867, 41.886624]}"
2570,Chicago,42.377467,-71.401307,Infobright,software,50,2005,"{'type': 'Point', 'coordinates': [-71.401307, 42.377467]}"
2571,Boston,42.3406534,-71.0680027,SCVNGR,games_video,60,2008,"{'type': 'Point', 'coordinates': [-71.0680027, 42.3406534]}"
2572,Paris,48.8775197,2.334266,userADgents,mobile,15,2008,"{'type': 'Point', 'coordinates': [2.334266, 48.8775197]}"
2573,Singapore,1.3006925,103.8575356,Transfer To,mobile,,2005,"{'type': 'Point', 'coordinates': [103.8575356, 1.3006925]}"
2574,Palo Alto,40.705255,-74.010983,Transfer To,mobile,,2005,"{'type': 'Point', 'coordinates': [-74.010983, 40.705255]}"
2575,Paris,48.8308091,2.3032201,Owlient,games_video,40,2005,"{'type': 'Point', 'coordinates': [2.3032201, 48.8308091]}"
2576,San Francisco,37.7944822,-122.4030739,IBWIRE Inc,advertising,,2009,"{'type': 'Point', 'coordinates': [-122.4030739, 37.7944822]}"
2577,Mountain View,37.3973018,-122.0595623,Axcient,enterprise,150,2006,"{'type': 'Point', 'coordinates': [-122.0595623, 37.3973018]}"
2578,Los Angeles,34.11275,-118.386224,Grindr,social,,2008,"{'type': 'Point', 'coordinates': [-118.386224, 34.11275]}"
2579,San Francisco,37.783993,-122.434564,MCLA The Lax Mag,other,3,2007,"{'type': 'Point', 'coordinates': [-122.434564, 37.783993]}"
2580,Santa Monica,33.6156634,-111.8931647,Republic Project,advertising,11,2008,"{'type': 'Point', 'coordinates': [-111.8931647, 33.6156634]}"
2581,New York,40.7078343,-74.0136605,GameChanger Media,software,20,2009,"{'type': 'Point', 'coordinates': [-74.0136605, 40.7078343]}"
2582,Philadelphia,39.9502045,-75.1618758,Snipi,ecommerce,9,2007,"{'type': 'Point', 'coordinates': [-75.1618758, 39.9502045]}"
2583,Portland,45.519475,-122.675255,ProtoShare,software,15,2008,"{'type': 'Point', 'coordinates': [-122.675255, 45.519475]}"
2584,Santa Monica,34.02474,-118.481353,DashGo,other,,2007,"{'type': 'Point', 'coordinates': [-118.481353, 34.02474]}"
2585,Berlin,52.5210992,13.3541667,SuperSwitcher,web,,2008,"{'type': 'Point', 'coordinates': [13.3541667, 52.5210992]}"
2586,Portland,39.915974,-105.004417,BlitzLocal,advertising,40,2006,"{'type': 'Point', 'coordinates': [-105.004417, 39.915974]}"
2587,London,51.4843838,-0.0741379,Solarenergy-solarpower,consulting,1,2007,"{'type': 'Point', 'coordinates': [-0.0741379, 51.4843838]}"
2588,New York,40.744618,-73.987764,IntheGlo,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [-73.987764, 40.744618]}"
2589,,33.884218,-84.338429,Ashe Media Holdings,web,5,2008,"{'type': 'Point', 'coordinates': [-84.338429, 33.884218]}"
2590,Seattle,47.6103008,-122.3399782,Z2Live,games_video,130,2009,"{'type': 'Point', 'coordinates': [-122.3399782, 47.6103008]}"
2591,Toronto,43.7465688,-79.4072765,Dayforce,enterprise,,2008,"{'type': 'Point', 'coordinates': [-79.4072765, 43.7465688]}"
2592,Atlanta,33.887619,-84.710865,Dayforce,enterprise,,2008,"{'type': 'Point', 'coordinates': [-84.710865, 33.887619]}"
2593,Redwood City,37.494561,-122.229097,Y Media Labs,mobile,50,2009,"{'type': 'Point', 'coordinates': [-122.229097, 37.494561]}"
2594,Seattle,47.6447802,-122.325878,LookStat,ecommerce,,2008,"{'type': 'Point', 'coordinates': [-122.325878, 47.6447802]}"
2595,Boston,42.3503375,-71.0605985,Touch Ahead Software,software,10,2008,"{'type': 'Point', 'coordinates': [-71.0605985, 42.3503375]}"
2596,Los Angeles,34.1012181,-118.325739,Ranker,web,12,2008,"{'type': 'Point', 'coordinates': [-118.325739, 34.1012181]}"
2597,Santa Monica,34.007112,-118.489748,Tongal,web,8,2009,"{'type': 'Point', 'coordinates': [-118.489748, 34.007112]}"
2598,San Francisco,37.7805399,-122.3968175,Fan Centric,web,9,2005,"{'type': 'Point', 'coordinates': [-122.3968175, 37.7805399]}"
2599,Berlin,52.525354,13.3913657,Tamundo,ecommerce,28,2008,"{'type': 'Point', 'coordinates': [13.3913657, 52.525354]}"
2600,Austin,30.2667,-97.7428,Uvumi,other,5,2008,"{'type': 'Point', 'coordinates': [-97.7428, 30.2667]}"
2601,Mountain View,37.41364,-122.086989,NetHooks,network_hosting,4,2007,"{'type': 'Point', 'coordinates': [-122.086989, 37.41364]}"
2602,Cambridge,42.364014,-71.101375,oneforty,enterprise,5,2009,"{'type': 'Point', 'coordinates': [-71.101375, 42.364014]}"
2603,Dallas,32.864024,-96.662332,Exfront Technologies,consulting,6,2005,"{'type': 'Point', 'coordinates': [-96.662332, 32.864024]}"
2604,Paris,48.8557544,2.3808328,Mediastroika,games_video,3,2008,"{'type': 'Point', 'coordinates': [2.3808328, 48.8557544]}"
2605,Chicago,41.8719878,-87.6416957,iPlanmaker,software,6,2008,"{'type': 'Point', 'coordinates': [-87.6416957, 41.8719878]}"
2606,London,51.5003204,-0.0178689,ControlCircle,network_hosting,105,2001,"{'type': 'Point', 'coordinates': [-0.0178689, 51.5003204]}"
2607,Austin,30.307955,-97.828408,Talent Alliance,ecommerce,45,2001,"{'type': 'Point', 'coordinates': [-97.828408, 30.307955]}"
2608,New York,40.74034,-74.00721,betaworks,social,10,2007,"{'type': 'Point', 'coordinates': [-74.00721, 40.74034]}"
2609,Boston,42.35892,-71.05781,Actionize,software,5,2007,"{'type': 'Point', 'coordinates': [-71.05781, 42.35892]}"
2610,Austin,30.396989,-97.735768,qcue,software,,2007,"{'type': 'Point', 'coordinates': [-97.735768, 30.396989]}"
2611,Bangalore,13.014823,77.6503104,Earthenhive Architects,other,12,2009,"{'type': 'Point', 'coordinates': [77.6503104, 13.014823]}"
2612,Menlo Park,37.4484914,-122.1802812,Blog Traffic Exchange,web,1,2009,"{'type': 'Point', 'coordinates': [-122.1802812, 37.4484914]}"
2613,New York,32.0554,34.7595,tracx,analytics,40,2008,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}"
2614,New York,40.73343,-73.990967,Chartbeat,analytics,50,2009,"{'type': 'Point', 'coordinates': [-73.990967, 40.73343]}"
2615,New York,40.7615818,-73.970624,Americanlisted,ecommerce,15,2008,"{'type': 'Point', 'coordinates': [-73.970624, 40.7615818]}"
2616,London,51.5001524,-0.1262362,Altaine,mobile,12,2002,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2617,Austin,30.3967276,-97.8516082,S3 Matching Technologies,software,10,2002,"{'type': 'Point', 'coordinates': [-97.8516082, 30.3967276]}"
2618,Boulder,41.310557,-105.585771,Synonym,public_relations,9,2008,"{'type': 'Point', 'coordinates': [-105.585771, 41.310557]}"
2619,Chicago,41.879535,-87.624333,Synonym,public_relations,9,2008,"{'type': 'Point', 'coordinates': [-87.624333, 41.879535]}"
2620,Chicago,41.879535,-87.624333,Newser,web,,2007,"{'type': 'Point', 'coordinates': [-87.624333, 41.879535]}"
2621,San Francisco,37.7717185,-122.4438929,CleanTechies,cleantech,3,2008,"{'type': 'Point', 'coordinates': [-122.4438929, 37.7717185]}"
2622,Redwood City,37.48916,-122.209225,QPoint,games_video,,2008,"{'type': 'Point', 'coordinates': [-122.209225, 37.48916]}"
2623,Mountain View,37.393836,-122.099454,HyTrust,security,55,2008,"{'type': 'Point', 'coordinates': [-122.099454, 37.393836]}"
2624,Santa Clara,37.3774296,-121.9618928,"i365, A Seagate Company",other,550,2008,"{'type': 'Point', 'coordinates': [-121.9618928, 37.3774296]}"
2625,Paris,48.872032,2.3218173,"i365, A Seagate Company",other,550,2008,"{'type': 'Point', 'coordinates': [2.3218173, 48.872032]}"
2626,London,51.5382894,-0.2023958,upad,web,8,2008,"{'type': 'Point', 'coordinates': [-0.2023958, 51.5382894]}"
2627,Vancouver,49.2851733,-123.0952381,HootSuite,social,370,2008,"{'type': 'Point', 'coordinates': [-123.0952381, 49.2851733]}"
2628,Brooklyn,40.7028474,-73.9906813,Discount Sports Tickets,web,3,2007,"{'type': 'Point', 'coordinates': [-73.9906813, 40.7028474]}"
2629,,37.7581148,-122.4184108,RipCloud,network_hosting,2,2012,"{'type': 'Point', 'coordinates': [-122.4184108, 37.7581148]}"
2630,London,34.01873,-97.955538,Foviance,consulting,40,2001,"{'type': 'Point', 'coordinates': [-97.955538, 34.01873]}"
2631,Seattle,47.6209107,-122.361239,ExtraHop Networks,enterprise,50,2007,"{'type': 'Point', 'coordinates': [-122.361239, 47.6209107]}"
2632,Amsterdam,52.3692971,4.9339596,Wezz Interactive,public_relations,8,2002,"{'type': 'Point', 'coordinates': [4.9339596, 52.3692971]}"
2633,London,51.5206682,-0.1852079,TV Pixie,web,2,2009,"{'type': 'Point', 'coordinates': [-0.1852079, 51.5206682]}"
2634,London,51.5163382,-0.0828173,Swiffen,games_video,4,2008,"{'type': 'Point', 'coordinates': [-0.0828173, 51.5163382]}"
2635,London,51.5001524,-0.1262362,Plug in SEO,enterprise,1,2012,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2636,Cambridge,52.2025441,0.1312368,Broadersheet,web,2,2009,"{'type': 'Point', 'coordinates': [0.1312368, 52.2025441]}"
2637,San Jose,37.39458,-121.928393,Smallaa,web,5,2008,"{'type': 'Point', 'coordinates': [-121.928393, 37.39458]}"
2638,San Jose,37.2471229,-121.8277925,RegalBuilt,network_hosting,1,2002,"{'type': 'Point', 'coordinates': [-121.8277925, 37.2471229]}"
2639,,37.8715926,-122.272747,Aerovance,biotech,,2004,"{'type': 'Point', 'coordinates': [-122.272747, 37.8715926]}"
2640,,51.421686,-0.1419622,Restox,web,3,2008,"{'type': 'Point', 'coordinates': [-0.1419622, 51.421686]}"
2641,New York,40.7501311,-73.9812417,OneBigPlanet,enterprise,20,2004,"{'type': 'Point', 'coordinates': [-73.9812417, 40.7501311]}"
2642,San Francisco,37.7405936,-122.3764714,CoTweet,advertising,18,2009,"{'type': 'Point', 'coordinates': [-122.3764714, 37.7405936]}"
2643,Austin,30.271393,-97.748623,Phurnace Software,software,,2007,"{'type': 'Point', 'coordinates': [-97.748623, 30.271393]}"
2644,San Diego,32.7160497,-117.1574252,Mindgruve,web,40,2001,"{'type': 'Point', 'coordinates': [-117.1574252, 32.7160497]}"
2645,Irvine,33.670185,-117.856584,Mindgruve,web,40,2001,"{'type': 'Point', 'coordinates': [-117.856584, 33.670185]}"
2646,Paris,48.8752305,2.2983373,Bomgar,software,150,2003,"{'type': 'Point', 'coordinates': [2.2983373, 48.8752305]}"
2647,San Francisco,37.791128,-122.398126,Bomgar,software,150,2003,"{'type': 'Point', 'coordinates': [-122.398126, 37.791128]}"
2648,New York,40.7217861,-74.0094471,Moogi,games_video,,2008,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7217861]}"
2649,Boulder,40.02375,-105.226353,OPX Biotechnologies,cleantech,,2007,"{'type': 'Point', 'coordinates': [-105.226353, 40.02375]}"
2650,New York,40.7391853,-73.9897456,HD Cloud,other,,2009,"{'type': 'Point', 'coordinates': [-73.9897456, 40.7391853]}"
2651,Berlin,53.5849353,10.1251434,Jakun Media,games_video,4,2008,"{'type': 'Point', 'coordinates': [10.1251434, 53.5849353]}"
