,Year,Country,Area,Injury,Fatal
5112,1914,AUSTRALIA,New South Wales,Lacerations to arms,N
5113,1914,AUSTRALIA,Queensland,Laceration to leg,N
5115,1913,USA,Florida,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N
5117,1913,AUSTRALIA,Queensland,Calf severely bitten;  leg surgically amputated,N
5118,1913,USA,Florida,Major injuries but survived,N
5123,1913,USA,South Carolina,FATAL,Y
5124,1913,USA,Florida,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N
5125,1913,AUSTRALIA,New South Wales,Lacerations to thigh by netted shark PROVOKED INCIDENT,N
5127,1913,AUSTRALIA,Torres Strait,"Head, neck & left shoulder bitten",N
5130,1913,AUSTRALIA,Victoria,Arm severed,N
5131,1912,USA,Georgia,FATAL,Y
5132,1912,USA,South Carolina,Toes severed,N
5136,1912,AUSTRALIA,Western Australia,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N
5137,1912,AUSTRALIA,New South Wales,Left calf & heel bitten,N
5139,1912,AUSTRALIA,New South Wales,FATAL,Y
5141,1912,AUSTRALIA,New South Wales,Thigh & lower abdomen severely bitten,N
5142,1912,AUSTRALIA,Queensland,FATAL,Y
5144,1911,USA,Florida,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Y
5145,1911,USA,South Carolina,FATAL,Y
5146,1911,AUSTRALIA,Queensland,Calves bitten,N
5147,1911,USA,Texas,FATAL,Y
5148,1911,USA,Florida,FATAL,Y
5149,1911,USA,Florida,Left arm & thigh bitten,N
5151,1911,USA,Delaware,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N
5152,1911,SOUTH AFRICA,Western Cape Province,"FATAL, partial remains recovered",Y
5153,1911,USA,Texas,Bitten on left leg by hooked shark PROVOKED INCIDENT,N
5154,1911,SOUTH AFRICA,Western Cape Province,FATAL,Y
5156,1911,AUSTRALIA,Torres Strait,FATAL,Y
5157,1911,AUSTRALIA,Western Australia,Minor injuries,N
5158,1911,USA,Texas,Minor injury to feet,N
5161,1910,AUSTRALIA,Western Australia,FATAL,Y
5163,1910,AUSTRALIA,Queensland,Foot bitten,N
5166,1910,USA,Alabama,Presumed drowned & bodies taken by sharks,N
5169,1910,USA,Hawaii,No injury,N
5170,1910,AUSTRALIA,Western Australia,"Shoulder, back & leg bitten",N
5171,1910,AUSTRALIA,New South Wales,FATAL,Y
5172,1910,USA,Hawaii,"Body bitten by shark/s, but death may have been due to drowning",Y
5174,1909,USA,Florida,Severe lacerations to arm,N
5175,1909,AUSTRALIA,New South Wales,FATAL,Y
5176,1909,AUSTRALIA,New South Wales,3 fingers bitten by hooked shark PROVOKED INCIDENT,N
5178,1909,USA,Delaware,Abrasion to leg from netted shark PROVOKED INCIDENT,N
5179,1909,USA,Florida,FATAL,Y
5180,1909,USA,New York,Right leg bitten,N
5181,1909,USA,Florida,Hip & thigh lacerated,N
5183,1909,SOUTH AFRICA,Western Cape Province,Remains of soldier in uniform. Probable drowning & scavenging,Y
5184,1909,AUSTRALIA,Queensland,"FATAL, only his legs, still in sea-boots, were recovered ",Y
5186,1909,USA,Hawaii, Search party saw a large shark devour what appeared to be part of her body,Y
5188,1909,SOUTH AFRICA,South Atlantic Ocean,FATAL,Y
5191,1909,AUSTRALIA,New South Wales,Survived,N
5192,1908,SOUTH AFRICA,Western Cape Province,FATAL,Y
5194,1908,AUSTRALIA,Torres Strait,FATAL,Y
5195,1908,USA,California,Lacerations to fingers,N
5200,1908,USA,Georgia,FATAL,Y
5203,1908,USA,Florida,"FATAL, but shark involvement prior to death was not confirmed",Y
5204,1908,USA,Hawaii,"FATAL, ""pulled below the surface'  ",Y
5205,1907,AUSTRALIA,New South Wales,FATAL,Y
5206,1907,AUSTRALIA,Torres Strait,FATAL,Y
5209,1907,AUSTRALIA,New South Wales,Lacerations to left arm from shoulder to wrist,N
5211,1907,USA,Hawaii,"Arm severed at elbow,  surgically amputated at shoulder ",N
5216,1907,USA,New Jersey,Abrasion to chest,N
5218,1907,AUSTRALIA,Queensland,"Disappeared, but shark involvement unconfirmed",Y
5219,1907,USA,South Carolina,Slight injuries to left knee & calf ,N
5221,1907,USA,Florida,"FATAL, shark bit his side, nearly cutting him in two  ",Y
5225,1907,AUSTRALIA,Queensland,FATAL,Y
5227,1907,USA,Hawaii,FATAL,Y
5229,1906,USA,Hawaii,Buttock bitten,N
5230,1906,USA,Hawaii,FATAL,Y
5231,1906,USA,Hawaii,Arm severed,N
5232,1906,USA,Hawaii,FATAL,Y
5235,1906,AUSTRALIA,Torres Strait,FATAL,Y
5236,1906,USA,California,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N
5238,1906,USA,Maryland,FATAL,Y
5239,1906,USA,Mississippi,FATAL,Y
5242,1906,AUSTRALIA,Victoria,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N
5243,1906,AUSTRALIA,Queensland,FATAL,Y
5245,1906,AUSTRALIA,New South Wales,Cause of death may have been downing,Y
5247,1906,AUSTRALIA,New South Wales,FATAL,Y
5248,1906,SOUTH AFRICA,KwaZulu-Natal,"FATAL, hips & thigh bitten ",Y
5249,1905,SOUTH AFRICA,KwaZulu-Natal,"FATAL, left torso, buttocks, thigh & foot bitten ",Y
5250,1905,AUSTRALIA,Western Australia,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",N
5252,1905,AUSTRALIA,New South Wales,FATAL. Shark involvement suspected but not confirmed,Y
5253,1905,USA,New Jersey,3 toes of right foot were severed,N
5255,1905,USA,North Carolina,Body not recovered FATAL,Y
5257,1905,USA,North Carolina,FATAL,Y
5258,1905,USA,Florida,Lacerations to back & right leg,N
5259,1905,SOUTH AFRICA,KwaZulu-Natal,"FATAL, thigh bitten, femoral artery severed  ",Y
5260,1905,AUSTRALIA,New South Wales,Righ thigh severely bitten,N
5261,1905,AUSTRALIA,Tasmania,FATAL,Y
5262,1905,AUSTRALIA,Victoria,Thought to have been taken by a shark,Y
5263,1905,AUSTRALIA,Victoria,Reported to have been killed by a shark but 2 years later he was found very much alive,Y
5264,1905,USA,North Carolina,"No injury, shark bumped skifft",N
5269,1904,USA,New Jersey,No injury,N
5270,1904,USA,Texas,"FATAL, body not recovered",Y
5272,1904,AUSTRALIA,Queensland,FATAL,Y
5275,1904,USA,,Leg bitten,N
5277,1904,USA,Hawaii,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y
5279,1903,USA,New Jersey,Lacerations to right arm & shoulder,N
5281,1903,AUSTRALIA,New South Wales,FATAL,Y
5283,1903,AUSTRALIA,New South Wales,Jumped off cliff,Y
5284,1903,AUSTRALIA,Queensland,FATAL,Y
5285,1903,AUSTRALIA,New South Wales,FATAL,Y
5287,1903,USA,Hawaii,"FATAL, remains (foot) recovered from shark 2 days later",Y
5289,1902,AUSTRALIA,New South Wales,FATAL,Y
5290,1902,USA,Texas,Severe laceration to hand,N
5293,1902,USA,Hawaii,"FATAL, both arms severed  ",Y
5295,1902,USA,New Jersey,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N
5298,1902,SOUTH AFRICA,Eastern Cape Province,Probable drowning & scavenging,Y
5300,1902,AUSTRALIA,New South Wales,FATAL,Y
5301,1902,SOUTH AFRICA,KwaZulu-Natal,Possible drowning & scavenging. Remains were recovered from a 15' shark's gut,Y
5302,1902,AUSTRALIA,Queensland,Legs bitten,N
5303,1901,AUSTRALIA,Queensland,Lacerations to torso & thigh,N
5306,1901,SOUTH AFRICA,Western Cape Province,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y
5310,1901,AUSTRALIA,Queensland,"Thigh bitten, FATAL",Y
5311,1901,USA,Florida,Abdomen bitten,N
5312,1900,AUSTRALIA,New South Wales,FATAL,Y
5313,1900,SOUTH AFRICA,Western Cape Province,"FATAL, legs severed",Y
5314,1900,SOUTH AFRICA,Western Cape Province,Probable drowning & scavenging,Y
5315,1900,AUSTRALIA,Queensland,Laceration to right leg,N
5317,1900,USA,Hawaii,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N
5318,1900,USA,North Carolina,Left hand lacerated,N
5320,1900,USA,Hawaii,"Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",Y
5321,1900,USA,Connecticut,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N
5322,1900,AUSTRALIA,New South Wales,Right posterior thigh bitten,N
5323,1900,USA,Hawaii,Severe abrasion when shark swam between his legs,N
5324,1900,SOUTH AFRICA,Eastern Cape Province,Leg severed,N
5325,1899,AUSTRALIA,Queensland,bite to lower leg,N
5330,1899,USA,California,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y
5331,1899,USA,Florida,FATAL,Y
5340,1899,AUSTRALIA,New South Wales,Drowning may hav preceded attack,Y
5341,1899,SOUTH AFRICA,KwaZulu-Natal,Foot severed ,N
5342,1899,USA,Florida,No injury to occupants. shark bit oar,N
5343,1899,USA,Florida,Leg bitten,N
5344,1898,AUSTRALIA,Queensland,FATAL,Y
5345,1898,USA,Hawaii,FATAL,Y
5348,1898,USA,New York,Laceration to thigh,N
5349,1898,AUSTRALIA,New South Wales,"Reported fatal, but this is a questionable incident",Y
5356,1898,USA,South Carolina,Lacerations to left hand,N
5360,1898,USA,Florida,Lacerations,N
5362,1898,USA,Hawaii,FATAL,Y
5363,1897,USA,East coast,Hooked shark bit his leg PROVOKED INCIDENT,N
5366,1897,USA,Rhode Island,Lacerations to hand by netted shark PROVOKED INCIDENT,N
5367,1897,USA,South Carolina,Lacerations to lower leg,N
5368,1897,SOUTH AFRICA,KwaZulu-Natal,FATAL,Y
5371,1897,USA,Massachusetts,FATAL,Y
5374,1896,AUSTRALIA,Victoria,No injury to occupants. Shark bit boat several times,N
5377,1896,AUSTRALIA,Western Australia,FATAL,Y
5378,1896,AUSTRALIA,Western Australia,FATAL,Y
5380,1896,USA,Hawaii,FATAL,Y
5381,1896,USA,South Carolina,Lacerations to foot and calf,N
5382,1896,AUSTRALIA,New South Wales,FATAL,Y
5383,1896,USA,Florida,FATAL,Y
5385,1895,AUSTRALIA,New South Wales,FATAL,Y
5387,1895,AUSTRALIA,New South Wales,FATAL,Y
5390,1895,USA,North Carolina,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N
5391,1895,USA,Rhode Island,FATAL,Y
5392,1895,USA,New Jersey,Arm bitten,N
5395,1895,AUSTRALIA,Western Australia,FATAL,Y
5398,1895,SOUTH AFRICA,Eastern Cape Province,"FATAL, right arm lacerated ",Y
5401,1895,AUSTRALIA,Queensland,Lower leg & foot bitten,N
5402,1895,AUSTRALIA,New South Wales,FATAL,Y
5404,1895,AUSTRALIA,Western Australia,No injury to occupants of boat,N
5405,1894,USA,Florida,Left leg bitten PROVOKED INCIDENT,N
5406,1894,AUSTRALIA,New South Wales,"""Lost his arm""",N
5407,1894,USA,Alabama,FATAL,Y
5408,1894,USA,Virginia,Lacerations to leg,N
5410,1894,USA,Texas,Laceration to calf  PROVOKED INCIDENT,N
5412,1894,USA,Florida,Lacerations to thigh,N
5415,1894,SOUTH AFRICA,Western Cape Province,FATAL,Y
5416,1894,USA,North Carolina,Right leg bitten,N
5428,1893,AUSTRALIA,Queensland,Leg bitten,N
5429,1893,AUSTRALIA,Tasmania,"Fatal, probable drowning",Y
5434,1892,AUSTRALIA,Norfolk Island,Laceration to arm,N
5435,1892,AUSTRALIA,Queensland,Abrasions to left leg,N
5436,1892,USA,Texas,Hand bitten,N
5442,1892,AUSTRALIA,New South Wales,Lacerations to calf by netted shark PROVOKED INCIDENT,N
5443,1892,AUSTRALIA,Torres Strait,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y
5444,1891,AUSTRALIA,New South Wales,Foot severed,N
5448,1891,USA,New Jersey,"Survived, PROVOKED INCIDENT",N
5449,1891,USA,Virginia,"Fatal, but death may have been due to drowning",Y
5452,1890,AUSTRALIA,Queensland,"Fatal, but death may have been due to drowning",Y
5455,1890,USA,New Jersey,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N
5456,1890,USA,Connecticut,Severe lacerations to left arm.,N
5461,1890,SOUTH AFRICA,Eastern Cape Province,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",Y
5463,1890,AUSTRALIA,Tasmania,Knee bitten,N
5467,1890,SOUTH AFRICA,KwaZulu-Natal,"FATAL, leg bitten, foot partly severed ",Y
5469,1889,AUSTRALIA,Queensland,FATAL,Y
5470,1889,USA,Hawaii,Speculated that he was taken by a shark but most likely drowned,Y
5472,1889,USA,Florida,"FATAL, calf bitten",Y
5473,1889,USA,Texas,Leg bitten,N
5474,1889,AUSTRALIA,Victoria,FATAL ,Y
5475,1889,USA,Florida,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N
5478,1888,AUSTRALIA,New South Wales,FATAL,Y
5479,1888,AUSTRALIA,New South Wales,FATAL,Y
5482,1888,USA,New York,No injury to occupants. Shark beat away with oar,N
5486,1888,AUSTRALIA,Victoria,"No injury to occupants, shark holed boat",N
5487,1888,AUSTRALIA,Victoria,Probable drowning & scavenging,Y
5489,1888,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
5490,1888,AUSTRALIA,New South Wales,"Shark bit boat, but no injury to occupant who swam ashore",N
5493,1887,AUSTRALIA,New South Wales,FATAL,Y
5494,1887,USA,Florida,FATAL,Y
5498,1887,AUSTRALIA,South Australia,No injury to occupants,N
5500,1887,SOUTH AFRICA,Western Cape Province,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N
5502,1887,SOUTH AFRICA,Eastern Cape Province,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y
5504,1886,USA, New Jersey,"Shark attacked boat, shark killed & towed to shore",N
5505,1886,USA,New Jersey,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N
5506,1886,USA,New Jersey,"No injury. They were chased by three sharks, one of which rammed their boat",N
5507,1886,AUSTRALIA,Queensland,FATAL,Y
5508,1886,USA,Hawaii,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",Y
5510,1886,AUSTRALIA,Queensland,Wrist bitten,N
5513,1886,AUSTRALIA,New South Wales,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,Y
5514,1886,AUSTRALIA,Victoria,"No injury to occupants, shark shook boat ""stem to stern""",N
5515,1886,SOUTH AFRICA,Eastern Cape Province,"Chest & buttocks bitten, left leg severed at knee",N
5516,1886,AUSTRALIA,Queensland,Foot bitten,N
5517,1886,SOUTH AFRICA,Western Cape Province,"FATAL. He threw up his hands, shrieked and disappeared. Partial remains washed ashore the next day",Y
5518,1886,AUSTRALIA,New South Wales,Leg severed,N
5519,1885,AUSTRALIA,Queensland,"No injury to occupant, shark bit off section of the boat's rudder",N
5520,1885,AUSTRALIA,Western Australia,Laceration to calf,N
5522,1885,USA,Hawaii,Left arm severed,N
5523,1885,USA,Hawaii,Laceration to torso,N
5524,1885,USA,Hawaii,FATAL,Y
5527,1885,SOUTH AFRICA,KwaZulu-Natal,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N
5528,1884,AUSTRALIA,South Australia,"Cause of death most likely drowning, remains recovered in shark",Y
5530,1884,USA,New Jersey,Hand bitten,N
5531,1884,USA,New York,Unclear if he sustained any injury from the shark,N
5532,1884,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
5533,1884,AUSTRALIA,South Australia,FATAL,Y
5534,1883,AUSTRALIA,New South Wales,FATAL,Y
5535,1883,AUSTRALIA,Tasmania,FATAL,Y
5537,1883,AUSTRALIA,Northern Territory,Arm severed,N
5538,1883,AUSTRALIA,Northern Territory,FATAL,Y
5539,1883,AUSTRALIA,New South Wales,FATAL,Y
5541,1883,USA,Florida,FATAL,Y
5542,1883,USA,South Carolina,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",Y
5543,1883,USA,South Carolina,FATAL,Y
5548,1882,AUSTRALIA,New South Wales,Laceration to calf,N
5549,1882,AUSTRALIA,,FATAL      Torso bitten,Y
5550,1882,AUSTRALIA,New South Wales,FATAL,Y
5551,1882,AUSTRALIA,,FATAL                       Thigh bitten,Y
5552,1882,AUSTRALIA,New South Wales,FATAL,Y
5553,1882,USA,Florida,"No injury, sack rammed by shark & shark  harassed him when he surfaced",N
5554,1882,AUSTRALIA,Queensland,Survived,N
5555,1881,AUSTRALIA,New South Wales,Shark involvement suspected but not confirmed,N
5556,1881,USA,Florida,Shark involvement prior to death unconfirmed,Y
5557,1881,USA,North Carolina,"FATAL, possible post-mortem bites",Y
5559,1881,USA,Rhode Island,"No injury, overalls ripped by shark",N
5561,1881,USA,Alabama,FATAL,Y
5564,1880,AUSTRALIA,Queensland,"Feet bitten, surgically amputated FATAL",Y
5565,1880,AUSTRALIA,New South Wales,"Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",Y
5567,1880,USA,New York,"Shark bit stern, no injury to occupant",N
5573,1880,AUSTRALIA,New South Wales,"No injury to occupants, shark rammed boat",N
5574,1880,AUSTRALIA,New South Wales,Lacerations to leg,N
5576,1880,USA,Florida,"Drowned, body scavenged by shark",Y
5580,1879,AUSTRALIA,New South Wales,Thigh bitten,N
5585,1879,AUSTRALIA,New South Wales,Partial  remains found in shark,Y
5586,1879,USA,Mississippi,FATAL,Y
5587,1878,AUSTRALIA,New South Wales,Laceration to leg,N
5590,1878,USA,Connecticut,Leg bitten by netted shark PROVOKED INCIDENT,N
5593,1878,USA,New York,FATAL?,Y
5594,1878,USA,New York,FATAL,Y
5597,1878,SOUTH AFRICA,Western Cape Province,"FATAL, shark removed large part of his hip",Y
5598,1878,AUSTRALIA,New South Wales,"FATAL, leg severed ",Y
5600,1877,AUSTRALIA,New South Wales,Leg severely bitten & later surgically amputated,N
5601,1877,AUSTRALIA,New South Wales,FATAL,Y
5602,1877,AUSTRALIA,New South Wales,"No injury, pulled overboard by a shark that grabbed his coat",N
5604,1877,AUSTRALIA,Tasmania,Fingers injured by landed shark PROVOKED INCIDENT,N
5605,1877,AUSTRALIA,Victoria,Thigh & foot bitten,N
5608,1877,AUSTRALIA,Victoria,Severe bite to hand,N
5609,1877,AUSTRALIA,Victoria,FATAL,Y
5610,1877,AUSTRALIA,Victoria,Ankle injured,N
5611,1877,SOUTH AFRICA,KwaZulu-Natal,"Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made",Y
5614,1876,USA,Georgia,Leg bitten,N
5615,1876,AUSTRALIA,New South Wales,FATAL,Y
5616,1876,AUSTRALIA,Victoria,"FATAL, rescued by man on horseback, but died on the beach  ",Y
5619,1876,AUSTRALIA,Western Australia,"""Severely bitten"" but survived",N
5620,1876,AUSTRALIA,New South Wales,"FATAL, ""his side was  bitten""",Y
5621,1875,AUSTRALIA,New South Wales,Foot severed at ankle,N
5622,1875,SOUTH AFRICA,KwaZulu-Natal,"Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner",Y
5624,1875,AUSTRALIA,Queensland,"Forehead bitten, but shark involvement questionable",N
5625,1874,AUSTRALIA,Queensland,Thigh bitten,N
5626,1875,AUSTRALIA,Western Australia,FATAL,Y
5629,1874,USA,Hawaii,Thumb & thigh lacerated,N
5630,1874,USA,New York,Lacerations to groin,N
5634,1874,AUSTRALIA,New South Wales,Thigh  severely bitten,N
5636,1873,USA,Maryland,Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT,N
5637,1873,AUSTRALIA,New South Wales,Shark involvement prior to death was  not confirmed,Y
5638,1873,AUSTRALIA,Queensland,Survived,N
5643,1872,USA,Hawaii,"Thigh bitten, shark teeth embedded in canoe",N
5644,1872,AUSTRALIA,Queensland,"FATAL, some were taken by sharks",Y
5647,1871,AUSTRALIA,New South Wales,Human remains recovered from 11' shark,N
5648,1871,USA,Hawaii,Limbs severed,N
5649,1871,USA,New York,Hand injured PROVOKED INCIDENT,N
5652,1871,AUSTRALIA,New South Wales,"FATAL, ""caught by legs"" ",Y
5653,1871,AUSTRALIA,Queensland,Survived,N
5654,1871,AUSTRALIA,New South Wales,Feet grabbed,N
5655,1870,USA,North Carolina,Foot bitten & toe severed,N
5658,1870,AUSTRALIA,Queensland,bite to lower leg,N
5661,1870,AUSTRALIA,Queensland,Right thigh bitten,N
5662,1870,AUSTRALIA,Tasmania,Shark bit canoe in half & bit man. Note: There is an earlier story of FATAL shark attack in same river,N
5663,1869,AUSTRALIA,South Australia,Foot bitten,N
